Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,WorkLifeBalance,MonthlyIncome,YearsAtCompany,OverTime,RemoteWork,StockOptions,Attrition,AttritionBinary
40,35–44,Male,Married,Finance & Legal,Financial Analyst,1,4,3,10303,2,No,Hybrid,2,No,0
35,35–44,Male,Single,Product & Design,Product Manager,5,3,3,12900,1,Yes,Remote,1,No,0
39,35–44,Female,Divorced,Engineering,Software Engineer,2,2,3,21749,15,No,Remote,1,No,0
34,25–34,Female,Married,Engineering,DevOps,4,4,3,11718,0,Yes,Remote,2,No,0
28,25–34,Male,Single,Product & Design,Product Manager,2,2,3,4792,1,Yes,Remote,1,Yes,1
25,25–34,Female,Single,Sales & Marketing,Account Manager,1,1,2,14758,3,No,Hybrid,0,No,0
33,25–34,Non-binary,Married,Engineering,DevOps,2,1,3,4067,0,No,Hybrid,1,No,0
22,Under 25,Male,Single,Sales & Marketing,Account Manager,2,4,4,6390,0,No,Hybrid,3,No,0
39,35–44,Female,Single,Engineering,Data Scientist,4,4,2,13066,3,No,Hybrid,0,Yes,1
35,35–44,Male,Single,Product & Design,Product Analyst,3,2,3,12750,2,Yes,Hybrid,2,No,0
35,35–44,Male,Married,Engineering,Engineering Manager,3,3,3,12047,2,No,Remote,2,No,0
33,25–34,Female,Married,Sales & Marketing,Marketing Specialist,1,3,4,2000,2,No,Hybrid,1,No,0
37,35–44,Male,Married,Sales & Marketing,Account Manager,2,3,2,11767,1,No,On-site,0,No,0
34,25–34,Male,Single,People & HR,HR Manager,3,4,3,11374,5,No,Hybrid,3,No,0
35,35–44,Female,Married,Sales & Marketing,Sales Executive,1,1,2,12572,0,No,Remote,0,Yes,1
31,25–34,Male,Single,People & HR,Recruiter,2,2,1,2000,0,Yes,Hybrid,1,Yes,1
22,Under 25,Male,Married,Engineering,Engineering Manager,4,3,3,10271,0,No,Remote,2,No,0
22,Under 25,Female,Divorced,People & HR,Recruiter,3,3,3,10294,6,No,Hybrid,1,No,0
45,45+,Female,Single,Engineering,Software Engineer,2,3,3,10118,0,No,Remote,3,No,0
25,25–34,Male,Single,People & HR,HR Specialist,4,4,3,8587,1,No,Remote,0,No,0
26,25–34,Female,Single,Engineering,Software Engineer,3,3,3,8108,4,No,On-site,0,Yes,1
31,25–34,Male,Single,People & HR,HR Specialist,1,3,2,11669,3,No,On-site,2,No,0
36,35–44,Female,Married,People & HR,Recruiter,3,3,4,17449,1,Yes,Remote,0,No,0
30,25–34,Male,Married,Engineering,DevOps,2,1,3,3958,1,No,Hybrid,2,No,0
27,25–34,Female,Divorced,Engineering,Engineering Manager,4,3,4,9094,0,No,On-site,0,Yes,1
25,25–34,Male,Married,Product & Design,UX Designer,1,1,3,5415,0,No,Remote,1,No,0
28,25–34,Female,Divorced,Engineering,Data Scientist,3,4,4,8915,4,No,Hybrid,2,No,0
27,25–34,Male,Single,Finance & Legal,Legal Counsel,3,2,3,6132,1,No,Hybrid,0,No,0
35,35–44,Male,Single,Finance & Legal,Finance Manager,1,2,3,2560,0,No,On-site,2,Yes,1
35,35–44,Non-binary,Single,Product & Design,Product Analyst,1,4,3,5385,4,Yes,Hybrid,2,No,0
22,Under 25,Non-binary,Married,People & HR,HR Manager,3,4,3,13713,4,No,On-site,1,Yes,1
34,25–34,Male,Married,People & HR,HR Specialist,2,4,3,6503,0,No,Hybrid,1,No,0
33,25–34,Male,Divorced,Finance & Legal,Financial Analyst,2,2,3,14650,0,No,Hybrid,1,Yes,1
31,25–34,Female,Single,Engineering,Data Scientist,3,4,2,10853,6,No,Remote,0,No,0
31,25–34,Male,Single,Engineering,Senior Engineer,2,1,3,12798,0,No,On-site,0,No,0
25,25–34,Male,Married,Sales & Marketing,Account Manager,5,1,2,5498,6,No,Hybrid,2,No,0
38,35–44,Non-binary,Single,People & HR,HR Specialist,3,4,3,7317,1,Yes,Remote,1,No,0
22,Under 25,Female,Single,Engineering,Senior Engineer,2,4,3,15794,0,No,Hybrid,1,No,0
32,25–34,Male,Single,Engineering,Software Engineer,2,3,3,7424,1,Yes,On-site,0,No,0
28,25–34,Male,Married,Engineering,Data Scientist,2,4,4,8700,1,No,Hybrid,1,No,0
50,45+,Female,Single,Engineering,Senior Engineer,1,2,3,8387,0,No,Hybrid,1,Yes,1
30,25–34,Female,Single,Product & Design,Product Analyst,3,3,3,3858,10,Yes,Remote,0,Yes,1
28,25–34,Male,Single,Finance & Legal,Legal Counsel,4,4,1,11604,0,No,Remote,1,No,0
22,Under 25,Male,Single,Product & Design,Product Manager,1,4,4,16408,0,Yes,Hybrid,3,No,0
38,35–44,Female,Single,Product & Design,UX Designer,1,4,2,6477,1,No,On-site,2,No,0
36,35–44,Male,Single,Finance & Legal,Financial Analyst,3,4,3,7660,1,No,Hybrid,0,No,0
41,35–44,Female,Married,Engineering,Engineering Manager,2,1,3,8758,1,No,Remote,2,No,0
32,25–34,Male,Single,Sales & Marketing,Sales Executive,1,3,4,13218,0,Yes,Hybrid,1,Yes,1
35,35–44,Female,Married,Engineering,Senior Engineer,1,3,2,11392,3,No,Hybrid,1,No,0
22,Under 25,Male,Single,Engineering,Software Engineer,2,3,2,6289,0,No,Hybrid,2,Yes,1
34,25–34,Male,Single,Engineering,Data Scientist,2,2,4,16483,2,Yes,Remote,2,No,0
34,25–34,Female,Married,Engineering,Senior Engineer,1,3,4,13421,12,No,Remote,3,No,0
26,25–34,Male,Single,Engineering,DevOps,3,4,4,3203,0,No,Hybrid,1,Yes,1
30,25–34,Male,Single,Engineering,DevOps,1,1,4,13497,5,No,Hybrid,0,No,0
42,35–44,Non-binary,Single,Engineering,Senior Engineer,2,1,3,3818,3,No,On-site,0,Yes,1
26,25–34,Male,Married,Engineering,Data Scientist,4,1,2,10881,4,No,Remote,1,No,0
27,25–34,Male,Single,Engineering,DevOps,4,4,1,6235,4,No,Remote,1,No,0
33,25–34,Male,Single,Engineering,Data Scientist,5,3,4,23533,0,No,Hybrid,1,No,0
34,25–34,Male,Single,Product & Design,Product Analyst,4,1,2,15985,1,No,Hybrid,3,No,0
35,35–44,Female,Married,People & HR,HR Manager,2,3,2,8165,1,Yes,Remote,2,Yes,1
37,35–44,Male,Married,People & HR,Recruiter,3,4,4,13807,12,No,On-site,0,No,0
37,35–44,Male,Married,Engineering,Software Engineer,5,4,2,15771,9,No,Remote,3,No,0
36,35–44,Female,Married,Sales & Marketing,Marketing Specialist,3,3,1,4320,0,No,On-site,1,No,0
26,25–34,Male,Single,Product & Design,UX Designer,3,3,3,16183,2,Yes,Hybrid,2,No,0
26,25–34,Female,Divorced,Finance & Legal,Financial Analyst,2,2,2,11410,0,No,Hybrid,0,Yes,1
38,35–44,Male,Single,Finance & Legal,Legal Counsel,2,2,2,4838,5,No,Remote,0,No,0
40,35–44,Male,Married,Finance & Legal,Legal Counsel,2,3,2,9131,9,No,Hybrid,1,No,0
48,45+,Female,Single,Engineering,Engineering Manager,2,2,3,18792,7,No,On-site,0,No,0
45,45+,Female,Married,Finance & Legal,Financial Analyst,2,4,3,8400,1,No,Hybrid,1,Yes,1
35,35–44,Male,Married,Sales & Marketing,Account Manager,3,1,2,10883,6,No,Remote,0,No,0
36,35–44,Male,Single,Sales & Marketing,Account Manager,3,4,4,14611,2,No,Hybrid,1,No,0
33,25–34,Male,Single,Product & Design,UX Designer,2,4,3,5959,0,No,On-site,2,No,0
39,35–44,Male,Single,People & HR,HR Specialist,4,3,3,7548,6,No,Remote,2,No,0
22,Under 25,Female,Married,Finance & Legal,Legal Counsel,1,4,2,20523,0,No,Hybrid,0,No,0
44,35–44,Female,Single,Product & Design,UX Designer,2,3,4,5742,1,No,Remote,1,No,0
28,25–34,Male,Single,Engineering,DevOps,3,4,4,10381,0,No,Hybrid,0,No,0
22,Under 25,Female,Divorced,Engineering,DevOps,3,3,1,17045,6,No,Hybrid,2,No,0
38,35–44,Female,Single,Product & Design,UX Designer,2,1,4,9278,2,Yes,On-site,0,Yes,1
34,25–34,Female,Single,People & HR,HR Manager,3,4,3,10114,3,No,Hybrid,0,No,0
27,25–34,Male,Married,Sales & Marketing,Marketing Specialist,4,3,4,9087,0,Yes,Remote,1,No,0
25,25–34,Female,Married,Engineering,Software Engineer,2,2,2,7871,5,Yes,Hybrid,1,No,0
27,25–34,Female,Married,Engineering,Software Engineer,3,4,3,12624,0,No,Hybrid,0,No,0
30,25–34,Male,Single,Sales & Marketing,Sales Executive,2,4,3,6093,5,No,On-site,0,No,0
35,35–44,Non-binary,Married,Engineering,Data Scientist,2,3,3,12803,4,No,Remote,0,No,0
30,25–34,Female,Married,Engineering,DevOps,3,4,1,10314,0,Yes,Hybrid,1,Yes,1
52,45+,Male,Single,Engineering,Senior Engineer,3,1,2,7898,2,No,On-site,0,Yes,1
41,35–44,Female,Married,Engineering,Data Scientist,1,3,4,9023,1,No,Remote,1,No,0
27,25–34,Male,Single,People & HR,Recruiter,3,4,3,16481,0,No,Hybrid,2,No,0
28,25–34,Male,Single,Engineering,Engineering Manager,4,3,2,17476,1,No,Hybrid,1,Yes,1
26,25–34,Male,Single,Engineering,Data Scientist,1,3,1,18402,3,Yes,Hybrid,3,Yes,1
35,35–44,Female,Single,Sales & Marketing,Marketing Specialist,3,3,3,10680,0,No,Hybrid,1,No,0
26,25–34,Non-binary,Married,Engineering,Data Scientist,2,4,3,2000,3,No,On-site,0,No,0
42,35–44,Female,Single,Engineering,Data Scientist,2,1,1,8670,8,No,Hybrid,3,No,0
22,Under 25,Male,Single,Product & Design,Product Analyst,1,3,2,14111,4,No,Hybrid,3,No,0
32,25–34,Female,Divorced,Engineering,Engineering Manager,3,2,2,8797,2,Yes,On-site,1,No,0
32,25–34,Female,Single,Sales & Marketing,Account Manager,4,4,2,6777,0,No,On-site,2,No,0
27,25–34,Male,Married,Finance & Legal,Legal Counsel,2,3,3,6397,1,No,Remote,3,Yes,1
27,25–34,Male,Married,Engineering,Senior Engineer,1,4,3,15500,1,No,Hybrid,1,No,0
22,Under 25,Female,Single,Finance & Legal,Legal Counsel,5,2,2,7550,1,No,On-site,3,No,0
34,25–34,Non-binary,Married,Engineering,Engineering Manager,2,4,3,5504,7,No,Remote,1,No,0
26,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,2,2,16881,9,No,Remote,2,No,0
34,25–34,Female,Single,Sales & Marketing,Marketing Specialist,3,4,2,23097,6,No,Hybrid,0,No,0
37,35–44,Female,Single,Finance & Legal,Financial Analyst,4,4,3,5791,4,No,Remote,1,No,0
25,25–34,Male,Married,Engineering,DevOps,2,3,3,6252,5,Yes,Remote,0,No,0
32,25–34,Male,Single,Finance & Legal,Finance Manager,3,4,3,14846,12,Yes,Remote,3,No,0
30,25–34,Male,Single,Product & Design,Product Manager,2,3,2,2573,5,No,Remote,0,Yes,1
40,35–44,Male,Single,Finance & Legal,Legal Counsel,3,4,3,2000,0,No,Hybrid,2,Yes,1
24,Under 25,Female,Single,People & HR,Recruiter,5,1,3,4811,5,No,On-site,0,Yes,1
22,Under 25,Male,Divorced,Product & Design,UX Designer,3,2,2,12173,8,No,Hybrid,2,No,0
31,25–34,Female,Married,Sales & Marketing,Marketing Specialist,2,3,2,13083,5,No,On-site,3,No,0
39,35–44,Male,Single,Engineering,Senior Engineer,1,4,3,6342,5,Yes,Remote,3,No,0
38,35–44,Male,Single,Sales & Marketing,Account Manager,2,4,2,2000,1,No,Remote,2,No,0
32,25–34,Male,Married,Engineering,Software Engineer,5,4,2,11920,6,Yes,Hybrid,2,No,0
42,35–44,Male,Married,Sales & Marketing,Account Manager,4,2,3,7586,2,No,Hybrid,1,No,0
35,35–44,Female,Single,Engineering,Engineering Manager,1,4,2,12220,2,No,Remote,2,No,0
29,25–34,Male,Single,Engineering,DevOps,3,4,4,12697,1,Yes,Hybrid,3,No,0
22,Under 25,Male,Divorced,Product & Design,UX Designer,3,2,3,2000,0,Yes,On-site,0,Yes,1
24,Under 25,Non-binary,Married,Product & Design,UX Designer,2,2,3,13474,1,No,Remote,1,Yes,1
32,25–34,Male,Single,Sales & Marketing,Marketing Specialist,2,1,3,14127,3,Yes,Hybrid,0,No,0
38,35–44,Male,Single,People & HR,HR Specialist,3,3,2,14021,3,No,On-site,1,No,0
30,25–34,Female,Single,Sales & Marketing,Account Manager,3,3,3,11495,2,Yes,On-site,2,No,0
25,25–34,Male,Married,Sales & Marketing,Account Manager,2,2,3,3477,1,No,Remote,1,No,0
22,Under 25,Male,Single,Engineering,DevOps,4,2,2,10391,1,No,Hybrid,1,No,0
30,25–34,Male,Divorced,Engineering,DevOps,1,4,3,10491,6,Yes,Remote,1,No,0
27,25–34,Male,Single,Engineering,Software Engineer,2,3,3,2000,1,No,Remote,1,No,0
41,35–44,Male,Married,Product & Design,UX Designer,2,4,1,5567,1,Yes,Remote,0,No,0
28,25–34,Female,Married,Product & Design,UX Designer,3,1,4,8360,7,No,On-site,3,No,0
33,25–34,Female,Single,Engineering,DevOps,1,3,3,10730,0,No,Hybrid,2,No,0
36,35–44,Female,Single,Sales & Marketing,Marketing Specialist,1,4,3,2728,1,No,On-site,2,No,0
29,25–34,Male,Married,Finance & Legal,Financial Analyst,2,3,3,14283,0,No,Hybrid,0,Yes,1
23,Under 25,Female,Divorced,Product & Design,UX Designer,2,3,3,2000,2,No,On-site,0,Yes,1
45,45+,Female,Married,Sales & Marketing,Marketing Specialist,3,3,2,14107,0,Yes,Remote,1,No,0
27,25–34,Male,Divorced,People & HR,HR Specialist,2,3,3,8116,2,No,On-site,2,No,0
35,35–44,Female,Single,People & HR,Recruiter,1,1,3,17799,1,No,Remote,0,No,0
43,35–44,Female,Married,Engineering,DevOps,2,2,3,10759,4,Yes,Remote,2,No,0
37,35–44,Male,Single,Engineering,Software Engineer,2,4,2,6708,1,No,Hybrid,0,No,0
35,35–44,Female,Single,Engineering,Software Engineer,2,4,1,10998,1,No,Remote,3,No,0
32,25–34,Male,Married,Product & Design,UX Designer,5,4,1,10795,0,No,Remote,1,Yes,1
40,35–44,Male,Married,Sales & Marketing,Account Manager,3,4,3,2645,0,Yes,On-site,2,No,0
22,Under 25,Female,Divorced,Sales & Marketing,Sales Executive,3,1,3,14422,3,Yes,Hybrid,1,No,0
29,25–34,Female,Married,Product & Design,Product Analyst,1,1,3,5414,0,No,Remote,1,No,0
34,25–34,Female,Single,Engineering,Software Engineer,5,1,4,9816,2,Yes,Hybrid,1,No,0
30,25–34,Male,Married,Sales & Marketing,Account Manager,2,3,4,12044,1,Yes,Remote,1,No,0
42,35–44,Male,Single,Engineering,Data Scientist,4,4,2,14390,4,No,On-site,1,Yes,1
22,Under 25,Male,Divorced,Sales & Marketing,Sales Executive,2,3,3,7383,0,Yes,Hybrid,1,No,0
42,35–44,Male,Divorced,Sales & Marketing,Sales Executive,1,4,4,2000,1,No,Hybrid,1,No,0
40,35–44,Non-binary,Single,Engineering,DevOps,3,1,3,9425,1,No,Hybrid,1,Yes,1
22,Under 25,Female,Single,Finance & Legal,Legal Counsel,2,4,3,12195,2,No,Remote,3,No,0
35,35–44,Male,Divorced,Finance & Legal,Finance Manager,1,2,3,7510,7,No,Remote,2,No,0
25,25–34,Male,Single,Finance & Legal,Financial Analyst,3,4,3,8778,3,No,Remote,1,Yes,1
29,25–34,Male,Married,Sales & Marketing,Account Manager,1,4,3,12207,1,Yes,Hybrid,1,No,0
32,25–34,Male,Divorced,Engineering,Senior Engineer,1,4,1,15746,1,No,Remote,0,No,0
22,Under 25,Male,Divorced,Engineering,Engineering Manager,3,3,4,6878,11,No,Remote,2,Yes,1
31,25–34,Female,Married,Engineering,Senior Engineer,2,3,2,10019,4,No,Hybrid,1,No,0
29,25–34,Female,Married,People & HR,Recruiter,3,3,3,20787,8,Yes,Hybrid,3,Yes,1
39,35–44,Male,Single,Engineering,Senior Engineer,3,3,2,15132,2,Yes,Remote,2,Yes,1
40,35–44,Female,Single,Finance & Legal,Financial Analyst,3,4,3,2000,3,No,Hybrid,0,No,0
22,Under 25,Female,Single,Sales & Marketing,Marketing Specialist,2,4,4,7386,3,No,On-site,1,No,0
36,35–44,Female,Single,Sales & Marketing,Account Manager,1,1,3,2982,0,No,Hybrid,2,No,0
24,Under 25,Male,Single,Product & Design,Product Manager,4,3,2,15744,1,No,Hybrid,0,Yes,1
30,25–34,Male,Divorced,Product & Design,Product Analyst,5,4,4,11091,0,Yes,Hybrid,1,No,0
25,25–34,Male,Married,Product & Design,UX Designer,1,3,2,7818,1,No,Hybrid,2,Yes,1
46,45+,Male,Single,Finance & Legal,Legal Counsel,2,2,4,11293,7,No,On-site,1,No,0
29,25–34,Female,Married,Engineering,Data Scientist,4,2,4,6900,0,No,Hybrid,0,No,0
22,Under 25,Male,Single,Finance & Legal,Legal Counsel,5,2,4,10288,1,No,On-site,1,No,0
27,25–34,Non-binary,Married,People & HR,Recruiter,1,2,4,12128,1,No,Remote,2,No,0
28,25–34,Male,Divorced,Engineering,DevOps,4,2,3,7285,0,Yes,Hybrid,1,Yes,1
22,Under 25,Male,Married,Sales & Marketing,Account Manager,4,4,4,3020,3,No,Remote,0,No,0
41,35–44,Male,Married,Product & Design,UX Designer,3,3,4,9813,4,No,Remote,1,Yes,1
33,25–34,Female,Single,Engineering,Senior Engineer,1,3,2,10315,0,No,Remote,1,No,0
30,25–34,Female,Single,Finance & Legal,Legal Counsel,4,3,4,17076,0,No,Hybrid,2,No,0
32,25–34,Female,Single,Product & Design,Product Analyst,3,4,4,8050,0,No,On-site,0,Yes,1
26,25–34,Male,Married,Engineering,Software Engineer,3,4,2,6767,1,No,Hybrid,1,No,0
33,25–34,Male,Single,Sales & Marketing,Marketing Specialist,4,1,3,19851,1,No,Hybrid,1,No,0
33,25–34,Male,Married,Sales & Marketing,Marketing Specialist,1,2,3,6842,4,Yes,On-site,2,No,0
22,Under 25,Female,Married,Engineering,Data Scientist,1,3,3,15371,1,No,Remote,1,No,0
35,35–44,Male,Married,Engineering,Engineering Manager,3,4,3,8042,0,Yes,Hybrid,1,No,0
25,25–34,Female,Single,Engineering,Data Scientist,2,4,3,5448,0,No,Hybrid,3,No,0
34,25–34,Male,Divorced,People & HR,Recruiter,2,4,3,13402,6,No,Hybrid,0,No,0
30,25–34,Male,Divorced,Finance & Legal,Financial Analyst,2,3,4,11253,1,No,On-site,0,No,0
31,25–34,Non-binary,Divorced,People & HR,HR Manager,2,4,3,8115,0,No,On-site,1,Yes,1
35,35–44,Male,Single,Engineering,Engineering Manager,4,3,3,11068,1,No,On-site,1,No,0
45,45+,Non-binary,Married,People & HR,HR Manager,2,3,2,18785,0,No,Hybrid,0,Yes,1
33,25–34,Male,Married,Sales & Marketing,Sales Executive,2,1,3,16872,2,No,On-site,0,Yes,1
30,25–34,Female,Single,Engineering,Data Scientist,3,4,3,11262,6,No,On-site,2,No,0
22,Under 25,Male,Single,Finance & Legal,Legal Counsel,3,4,1,6695,4,No,On-site,0,No,0
30,25–34,Male,Divorced,Engineering,Senior Engineer,4,4,3,8291,0,No,Hybrid,3,No,0
26,25–34,Male,Married,Product & Design,Product Manager,1,3,3,9091,1,No,Hybrid,2,No,0
41,35–44,Female,Single,Engineering,Senior Engineer,1,1,3,10635,20,Yes,Remote,1,Yes,1
33,25–34,Female,Single,Engineering,Engineering Manager,3,2,3,14729,4,No,Remote,0,No,0
42,35–44,Non-binary,Single,Finance & Legal,Legal Counsel,1,4,2,16125,0,No,On-site,1,No,0
28,25–34,Male,Married,People & HR,HR Manager,3,3,3,13227,3,Yes,Hybrid,0,Yes,1
26,25–34,Female,Divorced,Product & Design,UX Designer,2,4,3,7177,0,Yes,Remote,1,No,0
41,35–44,Male,Single,Engineering,Software Engineer,2,1,3,6906,1,Yes,Remote,3,Yes,1
24,Under 25,Male,Married,Engineering,Senior Engineer,1,3,3,2000,7,No,On-site,2,Yes,1
39,35–44,Male,Single,Engineering,Software Engineer,2,3,2,5812,1,No,Hybrid,0,No,0
33,25–34,Male,Married,People & HR,HR Manager,1,3,2,16995,3,No,Hybrid,1,No,0
26,25–34,Female,Single,Engineering,Engineering Manager,1,3,2,18688,3,No,On-site,0,No,0
36,35–44,Male,Divorced,Finance & Legal,Financial Analyst,3,4,4,17375,0,No,Remote,2,No,0
24,Under 25,Male,Married,Product & Design,Product Manager,1,2,3,12396,0,Yes,Hybrid,2,No,0
29,25–34,Non-binary,Single,Sales & Marketing,Marketing Specialist,2,2,3,9545,1,No,On-site,2,No,0
26,25–34,Male,Single,Engineering,Senior Engineer,3,4,3,7498,0,No,Hybrid,2,No,0
37,35–44,Male,Divorced,People & HR,HR Manager,4,1,4,14021,2,No,Remote,0,Yes,1
25,25–34,Male,Married,Product & Design,UX Designer,2,4,4,8820,2,No,On-site,2,No,0
40,35–44,Male,Single,Product & Design,Product Analyst,2,3,3,11751,0,No,Remote,0,No,0
30,25–34,Male,Married,Product & Design,Product Analyst,3,2,4,9152,3,No,Hybrid,1,No,0
39,35–44,Male,Married,People & HR,Recruiter,3,3,1,6874,0,No,Hybrid,0,No,0
33,25–34,Non-binary,Single,People & HR,HR Specialist,4,4,2,2017,0,No,Remote,1,No,0
22,Under 25,Male,Married,Finance & Legal,Legal Counsel,2,3,3,13708,0,No,Remote,0,Yes,1
44,35–44,Female,Married,Engineering,DevOps,2,3,2,13763,0,No,Hybrid,2,No,0
35,35–44,Female,Single,Sales & Marketing,Account Manager,1,4,3,14888,0,No,Remote,0,No,0
41,35–44,Male,Single,Sales & Marketing,Marketing Specialist,1,3,3,12812,0,No,On-site,1,No,0
22,Under 25,Male,Divorced,Engineering,Data Scientist,5,4,4,2660,0,No,On-site,1,No,0
22,Under 25,Female,Divorced,Engineering,Engineering Manager,2,1,2,10149,1,No,Hybrid,0,No,0
42,35–44,Male,Married,Sales & Marketing,Marketing Specialist,1,3,3,7374,1,No,Remote,3,No,0
30,25–34,Non-binary,Married,Sales & Marketing,Sales Executive,2,4,2,16099,5,Yes,Hybrid,1,No,0
32,25–34,Male,Divorced,Finance & Legal,Finance Manager,3,1,3,15915,1,No,Hybrid,0,Yes,1
25,25–34,Male,Married,Engineering,DevOps,4,3,4,12238,0,Yes,Hybrid,3,No,0
26,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,4,2,5050,0,No,Hybrid,0,Yes,1
29,25–34,Male,Married,Sales & Marketing,Sales Executive,2,3,3,9153,6,Yes,On-site,1,No,0
34,25–34,Male,Married,Engineering,Senior Engineer,4,3,3,16086,0,No,Remote,3,No,0
25,25–34,Male,Single,Sales & Marketing,Marketing Specialist,1,1,3,10802,2,No,On-site,1,No,0
23,Under 25,Non-binary,Single,Product & Design,Product Analyst,4,4,4,4200,0,No,On-site,0,Yes,1
30,25–34,Male,Single,Engineering,Engineering Manager,1,3,2,6138,3,No,Hybrid,0,No,0
38,35–44,Male,Single,Finance & Legal,Legal Counsel,1,4,3,21940,0,No,Remote,2,No,0
29,25–34,Female,Married,Finance & Legal,Financial Analyst,3,4,1,10864,4,No,Hybrid,2,Yes,1
26,25–34,Female,Married,Sales & Marketing,Sales Executive,4,4,3,13042,3,Yes,Hybrid,0,Yes,1
36,35–44,Female,Single,People & HR,HR Manager,3,4,3,22842,3,No,Remote,1,No,0
32,25–34,Male,Married,Sales & Marketing,Account Manager,4,4,3,12829,1,No,Remote,2,No,0
22,Under 25,Male,Divorced,People & HR,HR Specialist,4,4,2,8210,0,No,Hybrid,1,Yes,1
22,Under 25,Male,Married,Product & Design,Product Manager,1,1,3,12957,4,No,Remote,2,No,0
33,25–34,Male,Married,Engineering,Senior Engineer,1,4,4,10165,1,No,Remote,2,No,0
36,35–44,Female,Married,People & HR,Recruiter,2,2,3,14124,1,Yes,Hybrid,2,No,0
33,25–34,Female,Single,Sales & Marketing,Marketing Specialist,3,2,3,2679,0,No,Hybrid,1,No,0
37,35–44,Female,Divorced,Sales & Marketing,Sales Executive,1,4,3,9192,2,No,Hybrid,2,No,0
36,35–44,Male,Divorced,Engineering,Data Scientist,5,4,2,2748,1,No,Hybrid,1,No,0
24,Under 25,Female,Single,Product & Design,Product Manager,3,4,3,2000,1,No,Hybrid,3,No,0
35,35–44,Male,Divorced,Product & Design,Product Manager,2,3,3,5665,3,Yes,On-site,2,Yes,1
38,35–44,Female,Single,Product & Design,Product Analyst,2,4,2,2537,1,No,Hybrid,2,Yes,1
33,25–34,Female,Married,Sales & Marketing,Marketing Specialist,4,2,3,12448,2,Yes,Hybrid,1,Yes,1
41,35–44,Male,Divorced,Sales & Marketing,Marketing Specialist,2,4,2,10587,3,No,Remote,1,No,0
22,Under 25,Male,Divorced,Finance & Legal,Finance Manager,4,4,1,14196,3,Yes,On-site,2,No,0
41,35–44,Male,Single,Engineering,Senior Engineer,3,1,3,5166,2,No,Hybrid,1,No,0
26,25–34,Male,Single,Product & Design,Product Manager,3,3,4,9589,3,No,Remote,2,No,0
41,35–44,Female,Single,Engineering,Software Engineer,2,3,4,10377,5,No,On-site,0,No,0
36,35–44,Non-binary,Single,Finance & Legal,Finance Manager,3,2,4,13765,0,No,Hybrid,0,Yes,1
24,Under 25,Male,Married,Sales & Marketing,Marketing Specialist,4,4,1,13429,6,No,Hybrid,3,No,0
36,35–44,Female,Single,Product & Design,Product Analyst,2,1,3,20432,0,Yes,Hybrid,3,No,0
30,25–34,Non-binary,Married,Engineering,Engineering Manager,4,2,3,8882,1,No,On-site,2,No,0
24,Under 25,Male,Married,Engineering,Software Engineer,3,4,3,4321,3,No,Remote,0,No,0
26,25–34,Male,Single,Engineering,DevOps,5,3,3,2000,1,Yes,Hybrid,1,No,0
35,35–44,Male,Single,Engineering,Data Scientist,1,4,3,12450,3,No,Hybrid,1,No,0
37,35–44,Female,Single,Sales & Marketing,Marketing Specialist,3,3,3,2000,9,No,Remote,0,Yes,1
31,25–34,Male,Married,People & HR,HR Manager,1,2,2,3253,7,No,Hybrid,1,No,0
30,25–34,Female,Married,Product & Design,Product Manager,2,4,3,15499,1,Yes,Hybrid,0,Yes,1
25,25–34,Female,Married,Engineering,Engineering Manager,2,4,2,11312,0,No,Hybrid,1,No,0
28,25–34,Male,Married,Product & Design,UX Designer,2,3,4,5134,0,No,Hybrid,2,No,0
22,Under 25,Male,Single,Sales & Marketing,Sales Executive,5,1,3,9443,1,No,Remote,1,No,0
34,25–34,Male,Single,People & HR,Recruiter,5,3,4,9124,4,Yes,On-site,0,No,0
36,35–44,Male,Married,Engineering,Software Engineer,2,1,3,10751,2,No,On-site,1,No,0
40,35–44,Male,Single,Engineering,Engineering Manager,2,1,3,6005,0,No,Hybrid,1,Yes,1
44,35–44,Female,Single,Sales & Marketing,Account Manager,2,3,2,8523,0,No,Remote,0,No,0
34,25–34,Female,Single,Product & Design,Product Analyst,5,2,3,11554,0,Yes,Remote,3,No,0
22,Under 25,Female,Single,Engineering,Senior Engineer,3,2,3,7356,5,No,On-site,0,Yes,1
40,35–44,Male,Married,Engineering,Data Scientist,2,1,4,14033,0,No,Hybrid,2,No,0
31,25–34,Male,Single,Engineering,Engineering Manager,2,3,3,8512,2,Yes,On-site,1,Yes,1
32,25–34,Male,Divorced,Sales & Marketing,Sales Executive,2,1,2,20870,0,Yes,Remote,3,Yes,1
24,Under 25,Male,Divorced,Engineering,Software Engineer,2,4,4,4340,5,No,Remote,0,Yes,1
22,Under 25,Male,Married,Sales & Marketing,Marketing Specialist,3,3,4,13105,2,No,Remote,3,No,0
32,25–34,Male,Single,Sales & Marketing,Sales Executive,1,4,3,11943,1,No,Hybrid,1,No,0
34,25–34,Male,Married,People & HR,HR Specialist,1,4,2,10073,1,No,Hybrid,2,No,0
37,35–44,Female,Single,Sales & Marketing,Account Manager,3,4,4,17551,8,No,Remote,1,No,0
