Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Education,MonthlyIncome,YearsAtCompany,NumCompaniesWorked,OverTime,DistanceFromHome,TrainingTimesLastYear,Attrition,AttritionBinary
32,25–34,Male,Single,Research & Development,Laboratory Technician,1,4,2,3,3,2,3730,3,5,Yes,10,1,Yes,1
41,35–44,Male,Married,Sales,Manager,1,2,2,3,4,2,1000,1,8,No,5,2,Yes,1
44,35–44,Male,Married,Human Resources,Human Resources,1,2,4,3,3,3,6913,20,6,No,16,6,No,0
34,25–34,Female,Married,Research & Development,Laboratory Technician,3,2,4,3,3,2,14668,0,2,Yes,1,5,No,0
31,25–34,Male,Married,Human Resources,Human Resources,1,4,1,3,3,4,7609,2,4,Yes,1,1,No,0
49,45+,Male,Married,Research & Development,Laboratory Technician,5,2,4,3,3,3,6410,0,8,Yes,3,6,Yes,1
52,45+,Female,Divorced,Research & Development,Healthcare Representative,2,1,3,3,3,3,7788,1,9,No,13,0,No,0
45,45+,Male,Divorced,Research & Development,Manager,4,4,4,2,3,2,6455,9,1,No,3,3,Yes,1
37,35–44,Female,Married,Human Resources,Human Resources,1,1,2,1,3,2,3247,1,0,No,4,4,No,0
29,25–34,Female,Single,Research & Development,Research Scientist,1,1,3,3,3,3,9793,0,7,No,3,3,Yes,1
29,25–34,Male,Divorced,Sales,Sales Executive,2,2,3,2,4,5,7403,3,7,Yes,1,5,Yes,1
41,35–44,Female,Married,Sales,Sales Executive,1,2,3,4,3,1,6570,0,1,No,25,4,No,0
40,35–44,Male,Married,Research & Development,Laboratory Technician,3,3,3,3,3,2,2598,0,7,No,7,1,No,0
49,45+,Male,Single,Research & Development,Laboratory Technician,2,1,2,2,3,4,11714,9,4,Yes,13,2,Yes,1
42,35–44,Female,Single,Human Resources,Human Resources,3,4,4,2,4,1,9158,8,1,No,9,2,No,0
23,Under 25,Male,Single,Sales,Sales Executive,1,4,3,3,4,4,4288,14,6,No,6,4,Yes,1
46,45+,Female,Single,Research & Development,Research Scientist,3,2,4,3,3,3,10507,11,6,No,1,1,No,0
28,25–34,Male,Divorced,Research & Development,Laboratory Technician,2,2,2,2,3,3,4509,6,2,No,9,4,Yes,1
33,25–34,Male,Married,Human Resources,Human Resources,3,3,4,3,3,2,3371,0,0,Yes,1,4,Yes,1
39,35–44,Female,Married,Research & Development,Research Scientist,2,3,4,3,3,2,3461,9,3,Yes,4,6,Yes,1
54,45+,Male,Divorced,Research & Development,Healthcare Representative,4,1,3,3,3,2,1000,11,1,No,8,4,No,0
60,45+,Female,Divorced,Research & Development,Healthcare Representative,5,1,4,1,3,4,8386,9,3,Yes,13,2,Yes,1
42,35–44,Male,Divorced,Research & Development,Research Scientist,4,4,4,3,3,4,1000,4,7,No,10,5,No,0
35,35–44,Female,Divorced,Sales,Manager,2,2,2,2,3,3,1586,1,1,No,10,4,No,0
41,35–44,Male,Married,Sales,Sales Executive,2,2,3,3,3,4,1000,11,0,No,1,2,No,0
44,35–44,Male,Divorced,Research & Development,Healthcare Representative,1,4,1,3,3,2,6155,7,2,No,3,0,No,0
34,25–34,Male,Married,Research & Development,Manager,4,3,3,3,3,3,5898,23,9,No,1,1,No,0
53,45+,Male,Single,Human Resources,Human Resources,4,2,2,3,3,3,5193,1,6,No,11,0,No,0
39,35–44,Female,Married,Human Resources,Human Resources,1,3,4,3,3,4,2329,1,5,No,27,4,No,0
41,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,3,3,3,2,1811,1,5,Yes,2,2,Yes,1
42,35–44,Male,Divorced,Research & Development,Healthcare Representative,4,4,3,2,3,3,8357,9,6,Yes,1,1,Yes,1
40,35–44,Male,Married,Human Resources,Human Resources,1,3,2,3,3,4,4297,1,7,No,5,3,Yes,1
44,35–44,Female,Married,Research & Development,Research Scientist,1,4,4,3,3,3,7765,0,2,Yes,17,1,No,0
31,25–34,Female,Single,Sales,Sales Representative,5,4,1,2,3,1,2959,39,2,Yes,7,1,Yes,1
31,25–34,Male,Married,Research & Development,Laboratory Technician,4,4,1,4,3,3,7224,0,9,Yes,1,4,No,0
27,25–34,Male,Single,Sales,Sales Representative,4,4,2,2,3,3,11713,10,7,No,29,6,No,0
40,35–44,Male,Married,Human Resources,Manager,1,3,4,1,4,3,8844,2,6,No,15,0,No,0
44,35–44,Female,Divorced,Research & Development,Healthcare Representative,1,2,4,1,3,5,4850,11,9,Yes,1,0,Yes,1
41,35–44,Male,Single,Sales,Sales Representative,2,3,3,3,3,3,7528,4,4,No,22,3,Yes,1
52,45+,Male,Married,Research & Development,Healthcare Representative,2,3,4,3,3,3,5537,13,3,No,5,4,No,0
36,35–44,Female,Single,Research & Development,Manager,2,4,2,3,4,3,6531,15,5,Yes,4,1,No,0
43,35–44,Female,Single,Research & Development,Research Scientist,4,2,4,3,4,1,5197,0,8,No,5,6,No,0
27,25–34,Male,Married,Sales,Sales Executive,4,4,1,3,3,2,5842,0,5,No,16,5,No,0
33,25–34,Female,Single,Research & Development,Healthcare Representative,2,4,1,3,3,4,7348,1,7,No,9,0,No,0
43,35–44,Male,Married,Research & Development,Research Scientist,1,4,1,2,3,3,2526,6,0,No,1,0,No,0
44,35–44,Female,Single,Research & Development,Laboratory Technician,1,4,3,4,4,1,2436,13,5,Yes,28,2,Yes,1
34,25–34,Male,Single,Research & Development,Laboratory Technician,2,2,4,2,3,2,1000,3,1,No,1,1,No,0
36,35–44,Male,Married,Research & Development,Research Scientist,1,1,2,4,4,3,1000,5,2,Yes,12,4,No,0
23,Under 25,Female,Married,Research & Development,Laboratory Technician,2,1,4,2,3,4,1630,1,5,No,9,0,Yes,1
33,25–34,Male,Single,Research & Development,Research Scientist,2,2,3,3,3,4,7137,9,1,No,1,6,No,0
45,45+,Male,Married,Research & Development,Research Scientist,4,3,1,2,4,2,2928,20,3,No,1,4,Yes,1
42,35–44,Male,Divorced,Research & Development,Research Scientist,2,4,3,2,3,4,8554,1,5,Yes,18,1,No,0
41,35–44,Female,Married,Sales,Sales Executive,2,4,3,3,4,3,6638,4,4,No,4,1,No,0
37,35–44,Male,Single,Sales,Sales Executive,3,3,4,3,3,4,1000,0,5,No,9,0,No,0
37,35–44,Female,Married,Research & Development,Research Scientist,2,1,3,3,4,3,9119,4,5,No,6,3,No,0
31,25–34,Male,Married,Research & Development,Research Scientist,4,1,3,3,3,2,9743,4,7,No,11,4,No,0
43,35–44,Male,Single,Research & Development,Laboratory Technician,2,1,2,3,3,5,2524,0,8,No,5,4,No,0
40,35–44,Male,Divorced,Sales,Sales Executive,4,2,3,3,3,2,8180,3,4,No,3,2,No,0
41,35–44,Male,Divorced,Sales,Sales Executive,1,3,4,3,3,2,3074,2,5,No,4,6,No,0
32,25–34,Female,Divorced,Sales,Sales Representative,2,1,1,3,3,4,6890,4,5,No,17,1,No,0
18,Under 25,Female,Divorced,Research & Development,Laboratory Technician,2,2,4,3,4,3,1442,5,5,No,5,1,Yes,1
46,45+,Male,Married,Research & Development,Laboratory Technician,5,1,3,3,3,4,1000,0,1,No,2,0,No,0
32,25–34,Male,Married,Research & Development,Healthcare Representative,1,3,2,4,3,3,4968,8,3,Yes,24,0,No,0
29,25–34,Female,Married,Research & Development,Healthcare Representative,1,3,4,2,4,3,6005,7,0,No,14,0,No,0
43,35–44,Female,Divorced,Research & Development,Healthcare Representative,2,3,3,2,3,4,4909,2,0,No,1,2,No,0
33,25–34,Female,Married,Research & Development,Research Scientist,1,3,2,3,3,1,1763,0,0,Yes,29,6,Yes,1
46,45+,Female,Married,Research & Development,Healthcare Representative,3,4,1,3,3,4,4900,8,6,No,10,3,No,0
42,35–44,Male,Married,Research & Development,Manager,5,2,2,2,4,2,7577,18,0,No,1,0,No,0
43,35–44,Female,Divorced,Research & Development,Manager,4,3,4,3,3,4,6320,1,5,No,2,0,No,0
24,Under 25,Male,Single,Research & Development,Laboratory Technician,1,4,3,4,3,2,7230,2,1,No,10,5,Yes,1
47,45+,Male,Married,Research & Development,Healthcare Representative,1,3,4,2,4,3,3819,1,5,Yes,13,6,No,0
39,35–44,Female,Divorced,Human Resources,Human Resources,2,4,2,3,3,4,11186,5,5,Yes,2,0,No,0
33,25–34,Female,Married,Sales,Sales Representative,2,2,1,3,3,3,1795,1,2,No,2,2,No,0
38,35–44,Female,Divorced,Human Resources,Manager,3,3,1,3,3,4,8450,2,7,Yes,3,4,Yes,1
21,Under 25,Male,Married,Research & Development,Research Scientist,3,1,3,4,4,4,11227,7,3,Yes,8,3,No,0
40,35–44,Male,Single,Sales,Manager,2,3,4,3,3,4,8423,4,6,No,1,4,No,0
27,25–34,Male,Divorced,Research & Development,Research Scientist,1,2,4,3,3,4,5689,2,3,No,1,5,No,0
24,Under 25,Female,Single,Human Resources,Manager,3,1,2,3,3,3,4386,3,0,No,10,1,No,0
23,Under 25,Male,Married,Research & Development,Manager,1,3,4,3,3,2,10644,4,5,No,13,1,No,0
47,45+,Female,Single,Research & Development,Healthcare Representative,1,3,4,3,3,1,1000,0,4,Yes,6,0,No,0
31,25–34,Male,Single,Research & Development,Research Scientist,3,1,1,3,3,2,2619,0,8,Yes,4,5,Yes,1
50,45+,Female,Married,Sales,Manager,2,4,4,3,3,2,4909,12,8,No,5,4,Yes,1
32,25–34,Female,Married,Sales,Sales Executive,3,3,2,3,3,3,11450,0,7,No,4,2,No,0
21,Under 25,Male,Married,Sales,Sales Executive,2,1,1,2,3,2,8019,7,6,Yes,28,3,Yes,1
26,25–34,Male,Divorced,Sales,Manager,1,3,2,1,3,1,2627,15,1,No,13,6,Yes,1
48,45+,Female,Single,Sales,Sales Executive,2,4,3,1,3,1,5258,1,7,Yes,2,4,Yes,1
35,35–44,Male,Single,Sales,Sales Executive,2,3,3,3,3,4,4042,2,2,No,4,5,No,0
32,25–34,Female,Married,Research & Development,Healthcare Representative,1,3,2,3,3,3,3660,5,5,Yes,7,5,No,0
38,35–44,Female,Married,Sales,Sales Executive,3,2,1,3,3,3,10415,12,9,Yes,8,6,Yes,1
41,35–44,Male,Divorced,Research & Development,Manager,3,3,4,3,3,4,1013,17,6,Yes,5,4,Yes,1
47,45+,Female,Single,Research & Development,Manager,2,4,4,3,3,1,12935,8,5,No,14,3,No,0
50,45+,Male,Divorced,Research & Development,Research Scientist,4,3,4,3,3,5,9812,0,4,No,13,4,Yes,1
33,25–34,Female,Married,Research & Development,Research Scientist,4,1,2,3,3,3,10863,6,3,No,6,4,No,0
25,25–34,Male,Married,Sales,Manager,4,3,2,3,3,2,4648,3,1,No,17,3,No,0
33,25–34,Female,Single,Sales,Manager,3,4,2,4,3,3,5900,3,8,No,12,2,No,0
39,35–44,Male,Married,Sales,Sales Executive,2,1,1,3,3,4,1000,0,6,Yes,13,6,No,0
28,25–34,Male,Single,Sales,Sales Executive,2,4,3,2,4,3,4401,1,6,No,28,5,Yes,1
28,25–34,Male,Single,Sales,Sales Executive,3,4,3,3,3,4,8474,9,3,No,2,3,No,0
40,35–44,Female,Married,Sales,Sales Representative,1,1,4,3,3,2,11684,3,4,No,2,0,No,0
36,35–44,Male,Divorced,Sales,Manager,3,4,4,2,3,2,2071,2,5,Yes,19,0,No,0
37,35–44,Female,Married,Sales,Sales Representative,2,2,2,3,3,1,5037,2,1,No,13,0,No,0
30,25–34,Male,Married,Research & Development,Healthcare Representative,1,4,2,3,3,2,5894,11,3,Yes,23,0,No,0
34,25–34,Female,Married,Sales,Manager,2,3,4,2,3,2,1000,8,3,No,1,6,Yes,1
28,25–34,Female,Married,Research & Development,Healthcare Representative,1,3,2,4,3,4,8865,1,3,Yes,8,1,No,0
45,45+,Male,Divorced,Research & Development,Manager,1,3,2,3,3,1,3604,0,6,No,1,2,No,0
46,45+,Male,Married,Research & Development,Manager,4,4,2,3,3,3,5718,1,6,No,6,1,No,0
20,Under 25,Male,Single,Sales,Manager,2,1,2,3,3,3,4692,15,6,No,1,4,No,0
28,25–34,Male,Single,Research & Development,Manager,2,3,1,3,3,4,3342,5,6,No,1,4,No,0
23,Under 25,Male,Married,Research & Development,Healthcare Representative,2,1,4,3,3,5,6471,4,1,No,1,3,No,0
31,25–34,Female,Married,Sales,Manager,2,2,4,3,4,4,5637,5,4,No,8,0,No,0
36,35–44,Male,Single,Research & Development,Manager,1,2,2,4,3,5,5012,2,9,No,4,3,No,0
23,Under 25,Female,Divorced,Human Resources,Manager,3,3,1,2,3,4,3586,9,1,No,1,4,Yes,1
28,25–34,Female,Married,Sales,Sales Executive,3,2,4,3,3,5,7778,4,4,No,3,0,No,0
27,25–34,Male,Married,Sales,Sales Executive,4,1,2,4,3,4,13114,0,5,Yes,1,6,No,0
38,35–44,Female,Single,Research & Development,Laboratory Technician,1,1,3,3,3,1,7059,0,2,No,25,5,No,0
37,35–44,Male,Married,Research & Development,Laboratory Technician,2,1,1,4,3,3,10484,4,5,No,3,2,No,0
30,25–34,Female,Divorced,Sales,Sales Representative,3,3,2,3,3,3,1000,16,4,No,3,4,No,0
38,35–44,Male,Divorced,Sales,Sales Representative,1,4,4,4,3,3,7131,2,3,No,16,5,No,0
32,25–34,Female,Single,Research & Development,Manager,1,1,4,3,3,2,2110,12,9,No,9,3,Yes,1
34,25–34,Female,Single,Research & Development,Healthcare Representative,3,4,2,1,3,3,1000,8,8,Yes,11,5,Yes,1
52,45+,Male,Married,Research & Development,Healthcare Representative,3,4,2,4,3,4,3542,1,7,Yes,9,3,No,0
49,45+,Female,Married,Research & Development,Healthcare Representative,2,3,1,3,3,1,11267,0,6,Yes,26,4,No,0
25,25–34,Male,Married,Research & Development,Research Scientist,1,3,1,3,3,4,10300,0,0,No,2,1,No,0
44,35–44,Male,Divorced,Research & Development,Manager,2,4,4,3,3,4,7472,7,8,No,29,6,No,0
44,35–44,Female,Married,Sales,Sales Executive,2,1,3,2,3,5,1000,1,8,No,15,6,No,0
26,25–34,Male,Single,Sales,Sales Executive,2,3,3,3,3,4,5714,2,5,No,8,2,No,0
44,35–44,Female,Divorced,Research & Development,Laboratory Technician,2,4,4,3,3,4,7706,4,6,Yes,9,6,No,0
50,45+,Male,Single,Research & Development,Manager,2,3,4,1,3,3,7202,7,2,No,9,5,No,0
26,25–34,Female,Divorced,Research & Development,Laboratory Technician,3,4,4,2,3,2,1000,0,4,No,1,6,No,0
28,25–34,Male,Married,Research & Development,Manager,3,1,1,1,3,3,2938,3,6,No,2,5,Yes,1
46,45+,Male,Divorced,Sales,Sales Executive,3,4,1,3,3,4,6243,3,0,No,29,4,No,0
39,35–44,Male,Single,Research & Development,Healthcare Representative,1,3,3,3,3,4,8645,4,0,No,6,6,No,0
41,35–44,Male,Single,Research & Development,Laboratory Technician,2,2,2,3,4,4,1000,10,4,No,4,4,No,0
40,35–44,Male,Married,Sales,Sales Representative,1,2,4,4,4,2,5851,1,8,No,12,6,No,0
40,35–44,Male,Married,Sales,Sales Executive,2,3,3,3,4,3,7072,9,6,Yes,6,3,No,0
25,25–34,Male,Married,Research & Development,Research Scientist,5,4,4,2,3,3,9898,7,0,Yes,1,0,Yes,1
46,45+,Male,Divorced,Sales,Sales Executive,3,3,2,4,3,1,9271,4,4,No,11,0,No,0
47,45+,Male,Divorced,Research & Development,Laboratory Technician,1,4,4,3,3,2,8830,7,7,No,11,0,No,0
34,25–34,Male,Married,Sales,Manager,2,3,2,3,4,1,3300,3,7,No,1,3,Yes,1
36,35–44,Male,Single,Research & Development,Laboratory Technician,1,1,4,3,3,4,1000,0,1,No,28,0,No,0
23,Under 25,Female,Married,Sales,Manager,1,1,1,4,3,2,4927,6,6,No,2,4,Yes,1
41,35–44,Male,Married,Research & Development,Laboratory Technician,2,1,3,3,3,2,10506,4,9,Yes,5,1,No,0
42,35–44,Male,Married,Research & Development,Laboratory Technician,2,2,4,3,3,5,12073,6,4,No,1,1,No,0
36,35–44,Male,Divorced,Research & Development,Research Scientist,1,2,3,3,3,3,9342,2,8,No,8,6,No,0
47,45+,Female,Single,Research & Development,Healthcare Representative,1,4,3,1,3,1,8217,14,2,Yes,4,1,Yes,1
33,25–34,Male,Single,Research & Development,Healthcare Representative,3,4,4,3,3,2,8018,5,0,No,3,0,No,0
42,35–44,Female,Single,Sales,Manager,2,1,3,3,4,1,4275,0,3,No,15,1,Yes,1
27,25–34,Male,Divorced,Research & Development,Healthcare Representative,4,2,3,2,3,1,5979,3,6,No,1,5,No,0
36,35–44,Male,Married,Research & Development,Laboratory Technician,1,2,1,1,3,1,13176,8,0,No,14,0,No,0
35,35–44,Female,Single,Research & Development,Laboratory Technician,4,3,4,2,3,3,2729,9,1,No,7,5,No,0
39,35–44,Male,Single,Research & Development,Research Scientist,2,1,3,3,3,2,12959,4,4,No,29,4,No,0
33,25–34,Male,Single,Sales,Sales Executive,2,1,3,3,3,3,5211,13,8,No,8,5,No,0
35,35–44,Female,Single,Sales,Manager,2,4,1,4,3,4,11801,1,0,No,1,4,No,0
44,35–44,Female,Married,Research & Development,Healthcare Representative,2,4,3,3,3,3,1000,3,3,Yes,1,3,No,0
33,25–34,Female,Single,Research & Development,Healthcare Representative,2,1,1,3,3,4,8843,13,2,No,19,3,No,0
22,Under 25,Female,Single,Research & Development,Healthcare Representative,1,3,1,4,3,3,3552,13,4,Yes,16,6,No,0
52,45+,Female,Divorced,Research & Development,Healthcare Representative,4,2,3,2,3,3,1000,6,4,Yes,3,5,No,0
49,45+,Female,Married,Human Resources,Manager,1,4,1,3,3,4,7374,11,9,No,8,2,No,0
25,25–34,Male,Married,Research & Development,Manager,2,3,2,3,3,1,10537,0,1,Yes,6,4,No,0
43,35–44,Female,Single,Sales,Sales Representative,2,1,3,2,3,1,3120,12,4,No,29,0,No,0
32,25–34,Female,Married,Sales,Manager,2,4,1,3,3,3,1000,2,8,Yes,26,2,No,0
39,35–44,Male,Married,Sales,Sales Executive,4,3,2,3,3,3,6132,1,4,No,29,4,No,0
39,35–44,Male,Single,Sales,Sales Representative,5,2,1,1,3,4,6150,1,9,Yes,18,0,Yes,1
34,25–34,Male,Single,Sales,Manager,1,2,3,2,3,4,8693,3,1,Yes,21,4,Yes,1
29,25–34,Female,Divorced,Sales,Sales Executive,2,3,3,1,3,3,10298,1,6,Yes,2,4,Yes,1
30,25–34,Male,Divorced,Sales,Sales Executive,3,2,4,3,3,3,6262,2,5,No,16,0,Yes,1
28,25–34,Female,Single,Sales,Manager,2,2,2,3,3,3,13922,0,6,No,11,4,No,0
29,25–34,Male,Married,Research & Development,Laboratory Technician,3,3,1,3,3,5,7396,2,7,Yes,29,4,Yes,1
36,35–44,Female,Divorced,Sales,Sales Representative,5,1,1,2,3,4,5114,5,9,No,7,4,No,0
30,25–34,Male,Single,Research & Development,Research Scientist,3,4,3,4,3,4,1000,3,4,No,1,6,No,0
43,35–44,Female,Married,Research & Development,Laboratory Technician,1,1,4,3,4,2,5449,2,1,No,8,3,Yes,1
50,45+,Female,Divorced,Human Resources,Manager,4,1,2,1,3,4,5154,8,6,No,10,1,No,0
31,25–34,Female,Divorced,Sales,Sales Representative,5,3,2,3,3,2,10341,13,6,No,2,4,No,0
39,35–44,Female,Married,Research & Development,Healthcare Representative,3,4,1,3,4,2,8349,8,7,Yes,4,6,No,0
41,35–44,Female,Single,Human Resources,Human Resources,2,4,3,3,3,5,1782,2,6,No,8,0,No,0
41,35–44,Male,Single,Research & Development,Healthcare Representative,4,3,3,2,3,1,7189,8,9,No,4,5,No,0
37,35–44,Male,Divorced,Research & Development,Healthcare Representative,5,2,3,2,4,5,9186,0,6,No,4,4,No,0
43,35–44,Female,Divorced,Sales,Manager,4,4,4,3,4,2,12612,0,8,Yes,1,6,Yes,1
41,35–44,Male,Married,Sales,Sales Representative,2,4,3,4,3,4,10050,2,7,Yes,25,3,No,0
25,25–34,Male,Married,Research & Development,Research Scientist,3,2,1,3,3,2,9543,9,1,No,12,6,No,0
44,35–44,Male,Married,Human Resources,Manager,3,4,2,3,3,3,6740,1,1,No,1,3,Yes,1
44,35–44,Male,Married,Research & Development,Research Scientist,1,1,3,3,3,2,8053,0,6,No,13,5,No,0
30,25–34,Male,Divorced,Research & Development,Manager,2,4,3,3,3,3,11498,0,9,No,12,4,No,0
37,35–44,Female,Married,Sales,Sales Representative,3,4,3,3,3,3,1168,11,9,Yes,1,2,No,0
43,35–44,Male,Married,Research & Development,Healthcare Representative,4,3,4,4,4,3,5102,6,2,Yes,4,5,Yes,1
35,35–44,Male,Single,Sales,Sales Representative,4,4,3,3,3,1,3409,1,0,No,8,1,No,0
46,45+,Male,Married,Research & Development,Manager,1,4,4,3,3,1,8016,4,8,No,5,0,No,0
58,45+,Female,Married,Research & Development,Manager,2,2,3,3,3,1,11420,4,2,Yes,13,6,No,0
29,25–34,Female,Single,Research & Development,Research Scientist,2,3,4,4,3,3,4112,6,0,No,4,0,No,0
24,Under 25,Female,Divorced,Sales,Sales Executive,4,1,2,3,3,4,1000,1,5,No,1,0,No,0
39,35–44,Male,Married,Sales,Manager,1,2,3,1,3,4,4851,11,3,Yes,29,0,No,0
43,35–44,Female,Divorced,Research & Development,Laboratory Technician,3,4,4,3,3,2,10153,2,0,No,2,3,No,0
34,25–34,Female,Single,Sales,Sales Executive,2,2,2,3,3,3,8650,7,3,No,11,6,No,0
50,45+,Female,Married,Research & Development,Research Scientist,4,2,4,3,3,4,8212,0,7,Yes,1,1,No,0
24,Under 25,Female,Single,Sales,Sales Representative,2,3,4,3,3,2,5380,2,6,No,3,4,No,0
43,35–44,Male,Divorced,Research & Development,Research Scientist,3,4,1,3,3,3,1383,2,0,No,5,4,No,0
31,25–34,Male,Single,Research & Development,Laboratory Technician,5,1,3,3,3,3,8561,4,9,No,1,2,No,0
52,45+,Male,Married,Sales,Sales Representative,3,2,1,4,3,2,3162,0,8,No,5,4,No,0
54,45+,Male,Divorced,Research & Development,Healthcare Representative,1,1,4,2,3,1,15236,9,5,No,1,1,No,0
30,25–34,Female,Married,Sales,Sales Representative,1,4,4,3,3,2,8782,1,1,Yes,7,4,No,0
32,25–34,Female,Divorced,Sales,Manager,3,1,1,3,4,3,4177,6,2,No,9,3,Yes,1
44,35–44,Female,Divorced,Human Resources,Human Resources,2,3,1,3,3,1,4054,9,6,No,1,5,No,0
33,25–34,Male,Single,Research & Development,Healthcare Representative,3,2,3,3,3,2,6128,4,2,No,18,4,No,0
36,35–44,Male,Single,Research & Development,Healthcare Representative,3,2,2,2,3,3,5541,8,2,No,1,0,No,0
37,35–44,Male,Single,Sales,Manager,5,4,1,3,3,1,10967,6,4,Yes,2,0,No,0
19,Under 25,Male,Single,Research & Development,Healthcare Representative,2,1,3,3,3,2,7245,2,2,No,9,5,No,0
36,35–44,Male,Divorced,Research & Development,Laboratory Technician,3,3,2,3,3,4,3573,9,2,No,5,0,No,0
30,25–34,Female,Divorced,Research & Development,Laboratory Technician,1,1,1,3,3,1,14061,2,4,Yes,6,0,No,0
32,25–34,Male,Single,Research & Development,Manager,2,3,4,3,3,3,6697,5,4,No,1,3,No,0
49,45+,Female,Married,Research & Development,Research Scientist,1,3,4,2,3,3,9575,8,8,No,14,3,Yes,1
25,25–34,Male,Married,Research & Development,Laboratory Technician,4,2,4,1,3,3,4067,2,0,No,8,3,No,0
44,35–44,Female,Single,Human Resources,Manager,3,1,4,3,3,3,7952,2,0,Yes,1,4,No,0
34,25–34,Male,Married,Research & Development,Research Scientist,1,2,2,3,3,2,7744,3,8,No,4,5,No,0
34,25–34,Male,Single,Human Resources,Human Resources,2,3,2,3,3,4,1000,10,4,Yes,14,0,No,0
44,35–44,Female,Married,Sales,Sales Representative,3,4,2,4,3,3,14561,15,3,Yes,7,2,No,0
40,35–44,Female,Married,Research & Development,Laboratory Technician,3,3,4,3,3,4,11662,4,1,No,1,5,No,0
42,35–44,Male,Married,Human Resources,Human Resources,3,3,4,3,3,3,4911,6,8,Yes,4,2,No,0
45,45+,Male,Single,Sales,Sales Executive,5,2,4,3,3,5,2090,14,5,Yes,2,0,No,0
34,25–34,Male,Divorced,Sales,Manager,4,2,4,3,3,4,7890,0,8,Yes,6,1,No,0
31,25–34,Female,Married,Research & Development,Healthcare Representative,2,1,3,2,3,5,6846,1,4,Yes,16,5,No,0
27,25–34,Female,Divorced,Research & Development,Manager,2,2,2,3,4,3,7922,7,3,Yes,5,4,No,0
29,25–34,Male,Married,Research & Development,Laboratory Technician,2,2,3,3,3,3,7266,10,6,No,5,2,No,0
60,45+,Male,Divorced,Sales,Manager,3,3,1,1,3,4,8524,11,4,Yes,21,5,Yes,1
48,45+,Female,Divorced,Research & Development,Manager,2,3,1,3,3,4,12289,3,7,Yes,7,5,No,0
24,Under 25,Male,Married,Sales,Manager,3,4,4,3,3,5,8772,0,7,Yes,7,3,Yes,1
25,25–34,Female,Married,Sales,Manager,1,2,3,3,3,3,2301,3,1,No,2,1,No,0
41,35–44,Male,Divorced,Sales,Sales Executive,4,3,3,3,4,4,11950,1,4,No,8,3,No,0
41,35–44,Male,Married,Research & Development,Laboratory Technician,3,4,3,3,3,2,13062,2,9,No,7,1,No,0
41,35–44,Male,Divorced,Research & Development,Manager,2,3,2,3,3,3,19108,8,7,No,4,1,No,0
34,25–34,Male,Divorced,Research & Development,Research Scientist,2,2,3,3,3,2,2006,0,2,No,29,4,No,0
35,35–44,Male,Married,Research & Development,Research Scientist,1,2,3,3,3,3,7471,10,6,No,19,5,No,0
39,35–44,Female,Single,Research & Development,Research Scientist,3,1,2,3,3,4,1000,3,2,Yes,12,3,Yes,1
37,35–44,Female,Single,Research & Development,Healthcare Representative,3,2,4,3,3,2,8712,5,5,No,6,3,No,0
18,Under 25,Female,Divorced,Research & Development,Manager,3,4,3,2,3,3,4307,0,1,No,5,2,Yes,1
34,25–34,Female,Single,Research & Development,Manager,1,1,3,3,3,3,14193,2,5,No,1,5,No,0
29,25–34,Male,Single,Research & Development,Laboratory Technician,2,2,4,4,3,2,3401,0,5,Yes,3,0,No,0
38,35–44,Male,Married,Research & Development,Manager,2,4,4,3,3,3,1000,19,7,No,13,0,No,0
60,45+,Female,Married,Research & Development,Manager,2,4,4,4,3,3,4614,9,4,Yes,5,2,No,0
40,35–44,Male,Single,Research & Development,Research Scientist,2,3,2,3,4,2,1000,3,0,Yes,19,1,Yes,1
34,25–34,Male,Single,Research & Development,Laboratory Technician,1,4,1,4,3,4,9504,1,7,No,1,2,No,0
45,45+,Male,Married,Sales,Manager,2,2,2,2,3,5,1000,16,8,No,6,2,No,0
41,35–44,Male,Single,Research & Development,Healthcare Representative,3,1,2,3,4,2,6613,2,0,No,9,3,No,0
40,35–44,Male,Divorced,Research & Development,Manager,4,3,4,1,3,2,1000,1,4,No,6,2,No,0
42,35–44,Female,Single,Research & Development,Research Scientist,2,3,3,3,3,3,5218,4,5,Yes,19,6,No,0
55,45+,Female,Divorced,Research & Development,Healthcare Representative,3,4,1,3,3,4,13073,17,3,Yes,29,1,No,0
26,25–34,Female,Divorced,Research & Development,Research Scientist,1,1,1,3,3,2,7942,0,1,Yes,1,0,No,0
41,35–44,Female,Married,Sales,Manager,2,3,1,3,3,1,3046,1,4,No,1,4,No,0
28,25–34,Female,Married,Human Resources,Manager,4,2,3,3,3,3,6375,16,3,Yes,1,5,Yes,1
41,35–44,Male,Married,Research & Development,Laboratory Technician,1,3,4,1,4,5,6572,1,6,Yes,10,2,Yes,1
28,25–34,Male,Married,Research & Development,Laboratory Technician,2,1,4,3,3,3,8390,0,5,No,4,5,No,0
33,25–34,Female,Married,Sales,Sales Executive,1,2,4,3,3,3,1032,5,2,Yes,11,2,Yes,1
34,25–34,Male,Divorced,Research & Development,Healthcare Representative,2,4,2,3,3,5,8870,11,8,No,4,6,No,0
